,id,lat,lon,bt
198,6407817396,40.7489975,-73.9901532,social_facility
199,6506103585,40.7483573,-73.9890022,bicycle_parking
200,7006781185,40.7501893,-73.9881253,fast_food
201,7159624185,40.7482318,-73.9883698,cafe
202,7368466281,40.748177,-73.9882911,post_box
203,7368466282,40.7482654,-73.9884306,cafe
204,7368466284,40.7493824,-73.9882234,bicycle_rental
205,7368515785,40.7493062,-73.9883682,atm
206,7368515786,40.7493581,-73.988387,bank
207,7692783046,40.7477236,-73.9883811,post_box
208,7692783050,40.7476611,-73.9881957,bicycle_parking
209,7700401461,40.7490376,-73.9902532,fast_food
210,8567060235,40.7507834,-73.9898774,bench
211,8567327072,40.7481478,-73.989161,vending_machine
212,8567327075,40.748209,-73.9896317,bicycle_parking
213,8567327076,40.7481781,-73.9896246,parking_entrance
214,8567327077,40.7481246,-73.9895112,vending_machine
215,8614943051,40.7489335,-73.9898834,vending_machine
216,8614943058,40.7488642,-73.989818,bicycle_parking
217,8614943078,40.7486096,-73.9891388,vending_machine
218,8764758194,40.748586,-73.988087,bicycle_rental
219,9333113617,40.7509157,-73.9897782,toilets
220,10258552860,40.7502418,-73.9876723,waste_basket
221,10261412745,40.7492333,-73.987995,waste_basket
222,10261412842,40.7485494,-73.9885464,waste_basket
223,10261412937,40.7487855,-73.988248,waste_basket
224,883234965,40.7484288,-73.9850334,fast_food
225,883235940,40.7481846,-73.985687,cafe
226,1861819306,40.7477252,-73.9869059,parking
227,2027071449,40.748071,-73.9860508,bar
228,2479458329,40.7499029,-73.9856982,restaurant
229,2709306713,40.7475091,-73.9860606,restaurant
230,3068326556,40.750773,-73.9864091,restaurant
231,3451203778,40.7507171,-73.9874523,bank
232,3451208753,40.7509591,-73.9874993,pharmacy
233,3451208754,40.7511344,-73.9874129,bank
234,3463814923,40.7477981,-73.9872728,restaurant
235,3982236000,40.7484275,-73.9868832,pub
236,4144668737,40.7507159,-73.9873346,atm
237,4193555491,40.7503304,-73.9864698,restaurant
238,4314629228,40.7480554,-73.9859633,fast_food
239,4553029330,40.7480167,-73.9851806,pharmacy
240,4708898489,40.7501765,-73.9862874,restaurant
241,4714345894,40.7476739,-73.986996,restaurant
242,4947800021,40.7477054,-73.9862346,food_court
243,5189146499,40.7483977,-73.9855536,restaurant
244,5190720806,40.7485816,-73.9863247,cafe
245,5190742036,40.7481919,-73.9864454,restaurant
246,5193848792,40.747502,-73.9866594,bank
247,5242318027,40.7501946,-73.9863355,restaurant
248,5242327895,40.7497022,-73.9857794,restaurant
249,5242331829,40.7475599,-73.9869049,restaurant
250,5296489068,40.7511998,-73.9855652,fast_food
251,5393321622,40.7477356,-73.9863789,bar
252,5393341922,40.7476232,-73.9861377,restaurant
253,5889475672,40.7481678,-73.9862586,restaurant
254,5889478365,40.7486746,-73.9875038,restaurant
255,5889478638,40.7480291,-73.9859033,fast_food
256,5889478743,40.7481017,-73.9861055,post_office
257,6064400688,40.7480981,-73.9874846,restaurant
258,6064439285,40.7477457,-73.9871706,restaurant
259,6064439585,40.7477885,-73.9867366,restaurant
260,6201497248,40.7505883,-73.9874289,post_box
261,6223969256,40.7478813,-73.9875692,parking
262,6225226698,40.7506419,-73.9875614,bicycle_parking
263,6225226702,40.750605,-73.9874762,bicycle_parking
264,6227519273,40.7509446,-73.9870978,taxi
265,6227520085,40.7507708,-73.9868081,fast_food
266,6228150877,40.748044,-73.9873353,cafe
267,6234654089,40.7477867,-73.9874231,bar
268,6424144998,40.7475298,-73.9861172,ice_cream
269,6424147876,40.7475798,-73.9861702,restaurant
270,6603361988,40.7475361,-73.98546,fast_food
271,6920922985,40.7492427,-73.9867644,waste_basket
272,6943977885,40.7503744,-73.9867836,bar
273,7079145390,40.747835,-73.986847,restaurant
274,8791888444,40.7476872,-73.9864866,cafe
275,8996643791,40.7475162,-73.9865223,bicycle_parking
276,9035676817,40.7476635,-73.9864189,cafe
277,9091328243,40.7486013,-73.9867586,restaurant
278,9228265907,40.7507207,-73.9868587,cafe
279,9508244826,40.747815,-73.9867152,restaurant
280,9622672881,40.7508937,-73.9867321,fast_food
281,9644541103,40.7479431,-73.987102,cafe
282,9644541105,40.7480141,-73.9872738,restaurant
283,9644617680,40.7476009,-73.9868755,bank
284,9644617681,40.7476554,-73.9870454,restaurant
285,368043710,40.7480338,-73.9826491,bench
286,419360453,40.7506742,-73.9828274,bicycle_parking
287,419360569,40.7503328,-73.9829788,bicycle_parking
288,419364315,40.7488162,-73.9841813,bicycle_parking
289,419367555,40.7499548,-73.9839843,bicycle_parking
290,663086460,40.750366,-73.982918,bank
291,883174326,40.748145,-73.984547,bank
292,883181314,40.7491,-73.983903,cafe
293,1123395197,40.749464,-73.982825,pub
294,1427521090,40.7499023,-73.9831807,fast_food
295,1427521105,40.7502629,-73.983558,bank
296,1427521106,40.7500792,-73.9831088,bank
297,1428185672,40.7489897,-73.9823204,cafe
298,2709306657,40.7479712,-73.9846943,restaurant
299,2709415095,40.7477201,-73.9823758,food_court
300,2709702236,40.7500017,-73.9845198,parking_entrance
301,2709702549,40.7495325,-73.9848594,parking_entrance
302,2709702605,40.7480891,-73.9828998,library
303,2710917515,40.7494964,-73.9833261,pub
304,2710917633,40.7497762,-73.9833698,fast_food
305,3040295633,40.7512973,-73.9838618,restaurant
306,3040296939,40.7511973,-73.9836072,pub
307,3708656551,40.7476595,-73.9849071,bicycle_rental
308,3708656748,40.7503801,-73.9833899,bicycle_rental
309,3927266464,40.747607,-73.9848919,fast_food
310,5190571559,40.7476925,-73.9832602,bank
311,5190682721,40.7478651,-73.9844554,clinic
312,5215527122,40.7512626,-73.9848169,bar
313,5253549614,40.7489862,-73.9834638,restaurant
314,5889477176,40.7482048,-73.9837916,bicycle_parking
315,5889477214,40.7487361,-73.9848596,bank
316,5889487594,40.7479494,-73.9838212,fast_food
317,6321322357,40.7482728,-73.9845631,post_box
318,6321322358,40.747576,-73.9830308,post_box
319,6321410065,40.7508098,-73.9840031,restaurant
320,6348576200,40.7500481,-73.9847324,restaurant
321,6394873173,40.7499088,-73.9844632,restaurant
322,6424144995,40.7506705,-73.9834464,bicycle_parking
323,6760369837,40.7486227,-73.984166,theatre
324,6920873881,40.7509025,-73.9829081,post_box
325,6920922987,40.7486252,-73.9847333,waste_basket
326,7415539489,40.7476494,-73.9834095,restaurant
327,7951134794,40.750937,-73.9830168,pharmacy
328,7951139840,40.7486712,-73.9846521,pharmacy
329,9015418861,40.7475555,-73.9837573,drinking_water
330,419361934,40.7439972,-74.0084158,bicycle_parking
331,1740687680,40.7446784,-74.0069798,drinking_water
332,2244725128,40.744249,-74.0064253,restaurant
333,2702857188,40.7440791,-74.0065645,restaurant
334,2702857192,40.744475,-74.0062646,cafe
335,3708656732,40.7467946,-74.0076971,bicycle_rental
336,5192896322,40.7470019,-74.0084506,restaurant
337,7679342648,40.7447087,-74.0062049,telephone
338,8288560709,40.7474134,-74.0082617,parking_entrance
339,8288560712,40.746481,-74.0084273,parking_entrance
340,8288560715,40.7454498,-74.0086172,parking_entrance
341,9719784867,40.7457214,-74.0087249,boat_rental
342,357561095,40.74528,-74.00472,school
343,357621884,40.7466876,-74.0050109,school
344,419359904,40.7456732,-74.0055346,bicycle_parking
345,419360038,40.7447276,-74.0045761,bicycle_parking
346,419363356,40.74739,-74.0044896,bicycle_parking
347,419363924,40.7456745,-74.0055361,bicycle_parking
348,419364570,40.7456084,-74.0053795,bicycle_parking
349,2366519598,40.7452438,-74.0056781,restaurant
350,2366519599,40.7474289,-74.0040709,fast_food
351,2495710933,40.7446653,-74.006119,fast_food
352,3708656736,40.7469196,-74.0045189,bicycle_rental
353,4121144991,40.7457199,-74.0054281,restaurant
354,4124782089,40.7457175,-74.0054589,cafe
355,6053220685,40.7471834,-74.0043111,restaurant
356,6543504647,40.7468928,-74.0050275,restaurant
357,6852842985,40.7473146,-74.0046803,cafe
358,7679342652,40.7448683,-74.0059742,arts_centre
359,10616962987,40.7451405,-74.0043301,childcare
360,368051665,40.7439485,-74.001512,theatre
361,419360066,40.7448402,-74.0024288,bicycle_parking
362,419360259,40.7440991,-74.0029665,bicycle_parking
363,419361124,40.7459161,-74.0016421,bicycle_parking
364,419361198,40.7437395,-74.0032263,bicycle_parking
365,419361276,40.7443351,-74.0027969,bicycle_parking
366,419361910,40.7464678,-74.0014544,bicycle_parking
367,419362488,40.7454824,-74.0019596,bicycle_parking
368,419362626,40.7466325,-74.0014761,bicycle_parking
369,419362831,40.7462372,-74.0016168,bicycle_parking
370,419363189,40.7467478,-74.0017504,bicycle_parking
371,419363510,40.7466517,-74.0018911,bicycle_parking
372,419364091,40.7473214,-74.003111,bicycle_parking
373,419364590,40.7472089,-74.0028403,bicycle_parking
374,419364634,40.7466956,-74.0019994,bicycle_parking
375,419364650,40.7474038,-74.0012704,bicycle_parking
376,419365394,40.745842,-74.0019055,bicycle_parking
377,419365461,40.7460204,-74.0015663,bicycle_parking
378,419365478,40.7441759,-74.0029087,bicycle_parking
379,419365823,40.7461247,-74.0014905,bicycle_parking
380,419366144,40.7446068,-74.0025984,bicycle_parking
381,419366527,40.7454248,-74.0022087,bicycle_parking
382,419366990,40.7447633,-74.0024865,bicycle_parking
383,419367162,40.7452656,-74.0021184,bicycle_parking
384,419367583,40.7458804,-74.0018766,bicycle_parking
385,419367932,40.7449994,-74.0023133,bicycle_parking
386,419367970,40.7445712,-74.0026236,bicycle_parking
387,1894015859,40.7446199,-74.0030314,bar
388,2366519594,40.7467485,-74.0014239,bank
389,2366519596,40.7462866,-74.0012226,restaurant
390,2409935351,40.7460875,-74.0013739,restaurant
391,2409935353,40.7460286,-74.0014102,restaurant
392,2409946228,40.7459665,-74.0014362,pub
393,2409946234,40.7458946,-74.0014911,restaurant
394,2410172217,40.7455643,-74.0017197,pharmacy
395,2410485653,40.7452195,-74.0020025,restaurant
396,2411263662,40.7450122,-74.0021429,restaurant
397,2411275799,40.7446425,-74.0024036,restaurant
398,2411595316,40.7442217,-74.0027401,restaurant
399,2411595856,40.7441697,-74.0027774,restaurant
400,2411596024,40.7441183,-74.0028144,pharmacy
401,2411819317,40.7438728,-74.0030028,fast_food
402,2703169719,40.74735,-74.000974,restaurant
403,3708656236,40.7454973,-74.0019714,bicycle_rental
404,3792532817,40.7458278,-74.0015707,cafe
405,3874983057,40.7467841,-74.0016172,cafe
406,4070145531,40.7454821,-74.0022829,restaurant
407,4092436131,40.7446167,-74.0029356,restaurant
408,5265703919,40.7445339,-74.0010114,drinking_water
409,5358087423,40.7448363,-74.0028199,cafe
410,5950062411,40.7452615,-74.0025037,bicycle_parking
411,9470239473,40.7453914,-74.0023623,restaurant
412,357578424,40.7442685,-74.0004172,school
413,357621498,40.7441667,-74.0005556,school
414,419361318,40.7455511,-73.9989101,bicycle_parking
415,419362319,40.7457075,-73.9996499,bicycle_parking
416,419367776,40.7460506,-74.0004692,bicycle_parking
417,2325980394,40.7451554,-73.9984464,post_box
418,2334601455,40.744378,-73.9988791,restaurant
419,2377128143,40.7450643,-73.9983795,cafe
420,2377128148,40.7439702,-73.9997102,cafe
421,2377128153,40.7439086,-73.9997496,fast_food
422,2377128160,40.7446847,-73.9986558,atm
423,2377128161,40.7448288,-73.998551,atm
424,2377128167,40.7439385,-73.9997311,fast_food
425,2377128172,40.7447814,-73.9985854,cafe
426,2377128173,40.7448998,-73.9984993,pharmacy
427,2377128174,40.7450158,-73.9984148,fast_food
428,2377128179,40.7446356,-73.9986916,restaurant
429,2377128182,40.7451876,-73.9988416,cafe
430,2377128187,40.7447092,-73.9985713,fast_food
431,2407891430,40.7456668,-73.9984565,ice_cream
432,2407891431,40.7457288,-73.998418,restaurant
433,2407894981,40.7456359,-73.9984752,fast_food
434,2408375728,40.7456381,-73.9988915,urgent_care
435,2408375729,40.7456072,-73.9987643,restaurant
436,2516877509,40.7473898,-74.0004115,restaurant
437,2592305753,40.7440467,-73.9992535,post_box
438,2703067345,40.7441494,-73.9990715,pharmacy
439,2703092686,40.7450771,-73.9984274,restaurant
440,2703242507,40.7471473,-74.0005212,restaurant
441,2703242521,40.7473252,-74.000383,cafe
442,3708656737,40.7447515,-73.9991536,bicycle_rental
443,4149649616,40.7438008,-73.9998179,pharmacy
444,4396465094,40.7443392,-73.9987769,restaurant
445,5400496979,40.7452899,-73.9988852,restaurant
446,5620080125,40.7474474,-74.0003447,veterinary
447,5759447313,40.744495,-73.998555,bicycle_parking
448,6139645147,40.7461064,-74.0008419,restaurant
449,6398111372,40.7445405,-73.998373,bar
450,7680594076,40.7448408,-73.9990635,fast_food
451,7680594077,40.7447321,-73.9986196,fast_food
452,8518997036,40.74383,-73.9997207,bicycle_parking
453,8522615494,40.7448166,-73.9990113,bicycle_parking
454,8522615495,40.7449629,-73.998904,bicycle_parking
455,8522615496,40.7450554,-73.9988329,bicycle_parking
456,8522615497,40.7451438,-73.9987752,bicycle_parking
457,8522615498,40.7450188,-73.9985526,bicycle_parking
458,8522615499,40.7451062,-73.9983582,bicycle_parking
459,8522615500,40.7453,-73.9982226,bicycle_parking
460,357621210,40.7472222,-73.9966667,place_of_worship
461,419360383,40.746301,-73.9970738,bicycle_parking
462,419362701,40.7461681,-73.9963864,bicycle_parking
463,419365911,40.7461686,-73.9963874,bicycle_parking
464,419366665,40.7461631,-73.9967483,bicycle_parking
465,419367171,40.7463004,-73.9970731,bicycle_parking
466,419367959,40.7461631,-73.9967465,bicycle_parking
467,2377128136,40.7461544,-73.9975859,cafe
468,2377128137,40.7458001,-73.9979495,pharmacy
469,2377128146,40.7472098,-73.9968421,pharmacy
470,2377128177,40.7459862,-73.9977084,pharmacy
471,2377128183,40.7462136,-73.9975429,fast_food
472,2407467350,40.747489,-73.9971782,restaurant
473,2407882461,40.7469724,-73.9976561,dentist
474,3708656741,40.7473483,-73.9972355,bicycle_rental
475,4278389489,40.7451151,-73.997578,fast_food
476,4469975491,40.7448092,-73.9977685,restaurant
477,4481455792,40.7469873,-73.9969959,cafe
478,4757312021,40.7443091,-73.9966612,cafe
479,5087639782,40.7457798,-73.9979735,post_box
480,5087641962,40.7468774,-73.9970849,bar
481,5155784032,40.7467521,-73.997227,atm
482,5265708761,40.7473082,-73.9971126,post_box
483,5858030719,40.7447007,-73.9966253,clinic
484,5921711706,40.7471127,-73.9967365,bicycle_parking
485,7681264829,40.7456628,-73.9979927,restaurant
486,8522615501,40.745093,-73.9977345,bicycle_parking
487,8522615502,40.7448247,-73.9976192,bicycle_parking
488,8522615503,40.7448542,-73.9972088,bicycle_parking
489,8522615504,40.7447109,-73.9968682,bicycle_parking
490,8522615505,40.7447384,-73.9974046,bicycle_parking
491,8522615506,40.7440647,-73.9975119,bicycle_parking
492,8522615507,40.7445768,-73.9966013,bicycle_parking
493,8522615508,40.7445402,-73.9964578,bicycle_parking
494,8522615509,40.7444742,-73.9963331,bicycle_parking
495,8522615510,40.7443025,-73.995849,bicycle_parking
496,8614943059,40.7474527,-73.9967507,vending_machine
497,9251352866,40.7459922,-73.9977325,parcel_locker
498,9251352867,40.7463777,-73.9975283,vending_machine
499,9251352869,40.7465478,-73.9972866,bicycle_parking
500,9251352870,40.7464218,-73.9975008,bicycle_parking
501,9251352871,40.7461354,-73.9976966,bicycle_parking
502,9251352872,40.7467184,-73.9957844,vending_machine
503,357620356,40.7472611,-73.9945507,school
504,419360916,40.7439397,-73.9930133,bicycle_parking
505,419361321,40.7438025,-73.9947528,bicycle_parking
506,419361902,40.7464458,-73.9951207,bicycle_parking
507,419361954,40.7469919,-73.9945071,bicycle_parking
508,419362766,40.7462783,-73.995099,bicycle_parking
509,419365488,40.7464481,-73.9954911,bicycle_parking
510,2307164608,40.7468389,-73.9933857,cafe
511,2703083220,40.7438586,-73.9946656,restaurant
512,2703083226,40.7441181,-73.9952986,fast_food
513,2703449298,40.7472659,-73.9931223,pharmacy
514,3008612564,40.745629,-73.9937463,restaurant
515,3264422314,40.7469335,-73.9933215,cafe
516,3340747647,40.7460329,-73.9939936,fast_food
517,3623619937,40.7468559,-73.9944826,bicycle_rental
518,3623625707,40.7462312,-73.9938457,restaurant
519,3708656738,40.7448763,-73.9952989,bicycle_rental
520,4088071261,40.7443263,-73.9944542,bar
521,4236711150,40.7450974,-73.9947013,restaurant
522,4442836595,40.7455323,-73.9943777,cafe
523,4680472389,40.7447503,-73.993589,bar
524,4815675028,40.7445513,-73.9929939,restaurant
525,5531804114,40.7446842,-73.9949152,bicycle_parking
526,5844606724,40.7444948,-73.9941795,bar
527,6250176401,40.745206,-73.9946116,cafe
528,6259730842,40.7438479,-73.9954656,cafe
529,6407832772,40.7458591,-73.9936087,bar
530,6407832773,40.7458845,-73.9936778,fast_food
531,6509322788,40.7462818,-73.9938116,fast_food
532,7157191432,40.7461296,-73.9939142,fast_food
533,7653760785,40.7472822,-73.9931536,post_box
534,7762404153,40.7472001,-73.9930965,bicycle_parking
535,8522615511,40.7449436,-73.9951771,bicycle_parking
536,8522615512,40.7446286,-73.9951127,bicycle_parking
537,8522615513,40.7444935,-73.9952066,bicycle_parking
538,8522615514,40.7442832,-73.9953662,bicycle_parking
539,8522615515,40.7441684,-73.9954574,bicycle_parking
540,8522615516,40.7440464,-73.9953541,bicycle_parking
541,8522632817,40.7439265,-73.9954761,bicycle_parking
542,8522632818,40.7438778,-73.9953192,bicycle_parking
543,8522632819,40.7439692,-73.9951341,bicycle_parking
544,8522632820,40.7437508,-73.9946473,bicycle_parking
545,8614943035,40.7474334,-73.9939915,bicycle_parking
546,8614943037,40.7468712,-73.9942357,bicycle_parking
547,8614943040,40.7464876,-73.9936717,bicycle_parking
548,8614943041,40.747295,-73.9952343,bicycle_parking
549,8614943046,40.7466648,-73.9935972,vending_machine
550,8614943047,40.7472192,-73.9950795,bicycle_parking
551,8614943050,40.7467246,-73.9943522,bicycle_parking
552,8614943053,40.7467496,-73.9935235,bicycle_parking
553,8614943054,40.7471881,-73.9949942,waste_basket
